4.3029799	-0.0130628	-0.1495152	0.0030485	-0.3737021	-415.5103921	-0.0130628	0.0218559	0.0086918	0.0565998	0.0563637	0.1129635	0.0002362
4.3530125	-0.0123394	-0.1560255	0.0033115	0.0981934	-415.5103921	-0.0123394	0.0222505	0.0129840	0.0564726	0.0563088	0.1127813	0.0001638
4.4030450	-0.0083280	-0.1569461	0.0027197	0.1323887	-415.5103921	-0.0083280	0.0220532	0.0101961	0.0563260	0.0561545	0.1124805	0.0001716
4.4530776	-0.0131943	-0.1482000	0.0031143	-0.3737021	-415.5103921	-0.0131943	0.0221190	0.0105972	0.0561858	0.0560315	0.1122172	0.0001543
4.5031102	-0.0177317	-0.1268937	0.0029827	0.2760090	-415.5103921	-0.0177317	0.0219874	0.0095141	0.0562519	0.0561389	0.1123908	0.0001131
4.5531428	-0.0279246	-0.0977619	0.0029827	-0.6130693	-415.5103921	-0.0279246	0.0217902	0.0088723	0.0563276	0.0561942	0.1125218	0.0001335
4.6031754	-0.0202964	-0.0571879	0.0032458	-0.2847942	-415.5103921	-0.0202964	0.0221847	0.0096545	0.0561866	0.0559504	0.1121370	0.0002362
4.6532079	-0.0242420	-0.0117476	0.0026539	0.7068701	-415.5103921	-0.0242420	0.0220532	0.0107777	0.0564754	0.0564573	0.1129327	0.0000181
4.7032405	-0.0033302	0.0313254	0.0033115	-0.4899662	-415.5103921	-0.0033302	0.0221190	0.0125026	0.0564237	0.0564095	0.1128331	0.0000142
4.7532731	-0.0164823	0.0682827	0.0033115	0.4401466	-415.5103921	-0.0164823	0.0219217	0.0101359	0.0561575	0.0562812	0.1124388	-0.0001237
4.8033057	-0.0182578	0.0897862	0.0032458	0.8983639	-415.5103921	-0.0182578	0.0218559	0.0105370	0.0569890	0.0568770	0.1138659	0.0001120
4.8533637	-0.0151013	0.0982036	0.0032458	-0.8182413	-415.5103921	-0.0151013	0.0215271	0.0114998	0.0564198	0.0563731	0.1127929	0.0000467
4.9033963	-0.0124709	0.0853146	0.0026539	0.5085372	-415.5103921	-0.0124709	0.0221847	0.0092534	0.0564847	0.0565362	0.1130209	-0.0000515
4.9534288	-0.0212828	0.0586159	0.0030485	-0.1343348	-415.5103921	-0.0212828	0.0215929	0.0114797	0.0564826	0.0562670	0.1127496	0.0002156
5.0034614	-0.0260175	0.0123864	0.0037061	-0.1616911	-415.5103921	-0.0260175	0.0217902	0.0139868	0.0565231	0.0567171	0.1132402	-0.0001939
